Output File,Cost J,Overshoot,Settling Time (s),Steady-State Error
kp5.0_kd5.0_ki6.0.csv,3.64941769,0.003630000000000022,1.91,0.0
kp7.0_kd7.0_ki6.0.csv,4.38142616,0.011540000000000106,2.09,5.999999999994898e-05
kp5.0_kd5.0_ki5.6.csv,4.4944000416000005,-4.000000000004e-06,2.12,4.000000000004e-06
kp9.0_kd9.0_ki6.0.csv,4.86189156,0.014659999999999895,2.2,0.00039999999999995595
kp9.0_kd7.0_ki6.0.csv,5.0178067624,-0.00028200000000000447,2.24,0.00028200000000000447
kp5.0_kd7.0_ki5.6.csv,5.025623412500002,0.042990000000000084,2.2,0.0005690000000000417
kp7.0_kd9.0_ki6.0.csv,5.062080290000002,0.04702000000000006,2.2,0.0006300000000000194
kp7.0_kd7.0_ki5.6.csv,5.200017009999999,0.003989999999999938,2.28,9.999999999998899e-05
kp11.0_kd11.0_ki6.0.csv,5.3618085,0.015149999999999997,2.31,0.0010499999999999954
kp11.0_kd9.0_ki6.0.csv,5.4290246986,-0.00021899999999996922,2.33,0.00021899999999996922
kp9.0_kd11.0_ki6.0.csv,5.460641539999999,0.0412300000000001,2.3,0.0005100000000000104
kp7.0_kd9.0_ki5.6.csv,5.60471674,0.03593000000000002,2.34,9.00000000000345e-05
kp13.0_kd11.0_ki6.0.csv,5.6644000415999995,-4.000000000004e-06,2.38,4.000000000004e-06
kp9.0_kd9.0_ki5.6.csv,5.669653459999999,0.006890000000000063,2.38,0.00045000000000006146
kp5.0_kd7.0_ki5.2.csv,5.71026825,0.030510000000000037,2.37,0.00033600000000000296
kp7.0_kd5.0_ki6.0.csv,5.8566126696,-0.00028600000000000847,2.42,0.00028600000000000847
kp13.0_kd13.0_ki6.0.csv,5.884409209999999,0.014110000000000067,2.42,0.0018000000000000238
kp11.0_kd13.0_ki6.0.csv,5.9011562500000005,0.03600000000000003,2.4,0.0021500000000000963
kp15.0_kd13.0_ki6.0.csv,5.905209640000001,0.0009200000000000319,2.43,0.00029999999999996696
kp5.0_kd5.0_ki5.2.csv,5.9536087464000005,-5.8000000000002494e-05,2.44,5.8000000000002494e-05
kp9.0_kd11.0_ki5.6.csv,6.0545385,0.03115000000000001,2.44,0.0012499999999999734
kp11.0_kd11.0_ki5.6.csv,6.1586045,0.007649999999999935,2.48,0.0009699999999999154
kp15.0_kd15.0_ki6.0.csv,6.1855914400000005,0.013619999999999965,2.48,0.0025800000000000267
kp13.0_kd15.0_ki6.0.csv,6.3808227399999975,0.030929999999999902,2.5,0.00374999999999992
kp15.0_kd11.0_ki6.0.csv,6.4106853599999996,-0.0019400000000000528,2.53,0.0019400000000000528
kp7.0_kd9.0_ki5.2.csv,6.41355025,0.02499999999999991,2.52,0.0005100000000000104
kp7.0_kd7.0_ki5.2.csv,6.45160026,1.0000000000065512e-05,2.54,1.0000000000065512e-05
kp11.0_kd13.0_ki5.6.csv,6.54225376,0.026759999999999895,2.54,0.0027600000000000957
kp9.0_kd7.0_ki5.6.csv,6.5549515866,-0.0007209999999999717,2.56,0.0007209999999999717
kp11.0_kd9.0_ki5.6.csv,6.658278500000001,-0.0008500000000000174,2.58,0.0008500000000000174
kp13.0_kd13.0_ki5.6.csv,6.66666889,0.007079999999999975,2.58,0.0014499999999999513
kp5.0_kd7.0_ki4.8.csv,6.743035609999999,0.018690000000000095,2.59,4.0000000000040004e-05
